"ID","Race","Gender","Afqt80","Afqt89","Afqt_06","Voted","PolitAffil","PolitStrength","ClosestParty","FollowsPolit","FedGovActsForPpl","label","Afqt06","Polit_Strength","Follows_Polit","Polit_Affil","Closest_Party","Intell","Strength","Orientation"
"6367","2","2","42","50","47216",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","47.216",".",".",".",".","47.216",".","."
"6368","2","2","1","1","5127","-0.05481221","3",".","3","1","1","RACL/ETHNIC COHORT /SCRNR 79","5.127",".","1.3445155243",".","0","5.127","0.6448516572","0"
"6369","2","2","30","29","29404","0.718201162","1","1",".","2","2","RACL/ETHNIC COHORT /SCRNR 79","29.404","0.8329071367","0.510399862","-1",".","29.404","0.6871693869","-1"
"6370","2","2","21","21","27097","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","27.097","0.8329071367","0.510399862","-1",".","27.097","0.6871693869","-1"
"6371","2","2","1","1","87","0.718201162","2","1",".","3","2","RACL/ETHNIC COHORT /SCRNR 79","0.087","0.8329071367","-0.3237158","1",".","0.087","0.4091308328","1"
"6372","2","2","18","21","23845","0.718201162","1","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","23.845","-1.200377928","-1.157831463","-1",".","23.845","-0.54666941","-1"
"6373","2","2","16","13","21502","0.718201162","1","1",".","2","2","RACL/ETHNIC COHORT /SCRNR 79","21.502","0.8329071367","0.510399862","-1",".","21.502","0.6871693869","-1"
"6374","2","2","13","4","5145","0.718201162","1","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","5.145","0.8329071367","1.3445155243","-1",".","5.145","0.965207941","-1"
"6375","2","2","5","2","2679","-0.827825582","1","2",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","2.679","-1.200377928","-1.157831463","-1",".","2.679","-1.062011658","-1"
"6376","2","2","10","7","12929","0.718201162","1","1",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","12.929","0.8329071367","-0.3237158","-1",".","12.929","0.4091308328","-1"
"6377","2","2","27","34","39848","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","39.848","0.8329071367","1.3445155243","-1",".","39.848","0.965207941","-1"
"6378","2","1","12","13","15456",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","15.456",".",".",".",".","15.456",".","."
"6379","2","2","6","7","9237","0.718201162","0",".","2","4","5","RACL/ETHNIC COHORT /SCRNR 79","9.237",".","-1.157831463",".","-1","9.237","-0.21981515","-1"
"6380","2","2","41","51","52738","0.718201162","1","1",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","52.738","0.8329071367","-0.3237158","-1",".","52.738","0.4091308328","-1"
"6381","2","2","4","5","4224","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","4.224","0.8329071367","1.3445155243","-1",".","4.224","0.965207941","-1"
"6382","2","2","17","18","17150","-1.600838954","1","1",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","17.15","0.8329071367","-1.157831463","-1",".","17.15","-0.641921093","-1"
"6383","2","2","10","7","5610","-1.600838954","3",".","4","5","5","RACL/ETHNIC COHORT /SCRNR 79","5.61",".","-1.991947125",".","0","5.61","-1.796393039","0"
"6384","2","2","22","20","24438","-0.827825582","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","24.438","0.8329071367","0.510399862","-1",".","24.438","0.171827139","-1"
"6385","2","2","26","16","25009","-0.05481221","1","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","25.009","0.8329071367","1.3445155243","-1",".","25.009","0.707536817","-1"
"6386","2","1","6","3","6388","0.718201162","1","1",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","6.388","0.8329071367","-1.157831463","-1",".","6.388","0.1310922787","-1"
"6387","2","2","3","1","1305","-1.600838954","5",".","4","1","5","RACL/ETHNIC COHORT /SCRNR 79","1.305",".","1.3445155243","0","0","1.305","-0.128161715","0"
"6388","2","1","1","2","6622","0.718201162","1","1",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","6.622","0.8329071367","-0.3237158","-1",".","6.622","0.4091308328","-1"
"6389","2","2","4","3","1912","-0.827825582","1","2",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","1.912","-1.200377928","-0.3237158","-1",".","1.912","-0.783973103","-1"
"6390","2","1","12","13","17898",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","17.898",".",".",".",".","17.898",".","."
"6391","2","1","22","18","14229",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","14.229",".",".",".",".","14.229",".","."
"6392","2","1","6","10","9563",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","9.563",".",".",".",".","9.563",".","."
"6393","2","2","12","12","20323","-0.827825582","3",".","4","4","3","RACL/ETHNIC COHORT /SCRNR 79","20.323",".","-1.157831463",".","0","20.323","-0.992828522","0"
"6394","2","2","1","1","1656","0.718201162",".",".",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","1.656",".","-1.157831463",".",".","1.656","-0.21981515","."
"6395","2","1","1","1","193","0.718201162",".",".",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","0.193",".","-0.3237158",".",".","0.193","0.1972426808","."
"6396","2","2","8","9","7674","0.718201162","1","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","7.674","0.8329071367","-0.3237158","-1",".","7.674","0.4091308328","-1"
"6397","2","2","11","8","6913","0.718201162","1","1",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","6.913","0.8329071367","-0.3237158","-1",".","6.913","0.4091308328","-1"
"6398","2","1","2","6","7720","-0.827825582",".",".",".","1","1","RACL/ETHNIC COHORT /SCRNR 79","7.72",".","1.3445155243",".",".","7.72","0.2583449713","."
"6399","2","2","1","1","2814","0.718201162","1","1",".","4",".","RACL/ETHNIC COHORT /SCRNR 79","2.814","0.8329071367","-1.157831463","-1",".","2.814","0.1310922787","-1"
"6400","2","2","2","1","1195","-1.600838954","0",".","2","2","1","RACL/ETHNIC COHORT /SCRNR 79","1.195",".","0.510399862",".","-1","1.195","-0.545219546","-1"
"6401","2","1","28","27","30506","-0.827825582","5",".","3","2","4","RACL/ETHNIC COHORT /SCRNR 79","30.506",".","0.510399862","0","0","30.506","-0.15871286","0"
"6402","2","1","47","58","65268",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","65.268",".",".",".",".","65.268",".","."
"6403","2","1","7","8","4780",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","4.78",".",".",".",".","4.78",".","."
"6404","2","2","3","4","3196","0.718201162","1","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","3.196","0.8329071367","-0.3237158","-1",".","3.196","0.4091308328","-1"
"6405","2","2","13","13","20448","0.718201162","1","1",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","20.448","0.8329071367","0.510399862","-1",".","20.448","0.6871693869","-1"
"6406","2","1","19","12","14627","-1.600838954","2","2",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","14.627","-1.200377928","-1.157831463","1",".","14.627","-1.319682781","1"
"6407","2","2","7","5","5406","-1.600838954","3",".","1","5","5","RACL/ETHNIC COHORT /SCRNR 79","5.406",".","-1.991947125",".","1","5.406","-1.796393039","1"
"6408","2","2","4","3","2145","-1.600838954","1","2",".","5","5","RACL/ETHNIC COHORT /SCRNR 79","2.145","-1.200377928","-1.991947125","-1",".","2.145","-1.597721336","-1"
"6409","2","2","28","23","34395",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","34.395",".",".",".",".","34.395",".","."
"6410","2","2","1","2","1016","0.718201162","0",".","2","4","2","RACL/ETHNIC COHORT /SCRNR 79","1.016",".","-1.157831463",".","-1","1.016","-0.21981515","-1"
"6411","2","1","77","79","76181","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","76.181","0.8329071367","0.510399862","-1",".","76.181","0.6871693869","-1"
"6412","2","2","15","15","24364","-1.600838954","3",".","2","4","3","RACL/ETHNIC COHORT /SCRNR 79","24.364",".","-1.157831463",".","-1","24.364","-1.379335208","-1"
"6413","2","2","8","9","18757","-1.600838954","0",".","2","5","5","RACL/ETHNIC COHORT /SCRNR 79","18.757",".","-1.991947125",".","-1","18.757","-1.796393039","-1"
"6414","2","2","10","6","11322","0.718201162","1","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","11.322","0.8329071367","-0.3237158","-1",".","11.322","0.4091308328","-1"
"6415","2","1","4","2","4251","-1.600838954","1","1",".","5","3","RACL/ETHNIC COHORT /SCRNR 79","4.251","0.8329071367","-1.991947125","-1",".","4.251","-0.919959647","-1"
"6416","2","2","6","3","2658","-0.05481221","1","1",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","2.658","0.8329071367","-1.157831463","-1",".","2.658","-0.126578845","-1"
"6417","2","2","3","5","2083","-1.600838954","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","2.083","0.8329071367","1.3445155243","-1",".","2.083","0.1921945691","-1"
"6418","2","2","20","14","19216","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","19.216","0.8329071367","0.510399862","-1",".","19.216","0.6871693869","-1"
"6419","2","1","4","2","1254","-1.600838954","5",".","3","4","5","RACL/ETHNIC COHORT /SCRNR 79","1.254",".","-1.157831463","0","0","1.254","-1.379335208","0"
"6420","2","1","4","6","8199","0.718201162","2","1",".","2","2","RACL/ETHNIC COHORT /SCRNR 79","8.199","0.8329071367","0.510399862","1",".","8.199","0.6871693869","1"
"6421","2","1","17","14","16662","0.718201162","1","1",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","16.662","0.8329071367","-0.3237158","-1",".","16.662","0.4091308328","-1"
"6422","2","2","1","1","2855","0.718201162","1","1",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","2.855","0.8329071367","-0.3237158","-1",".","2.855","0.4091308328","-1"
"6423","2","1","10","6","8574",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","8.574",".",".",".",".","8.574",".","."
"6424","3","2","12","8","6416",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","6.416",".",".",".",".","6.416",".","."
"6425","3","1","4","4","6461",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","6.461",".",".",".",".","6.461",".","."
"6426","2","2","5","4","2313","0.718201162","1","2",".","3","2","RACL/ETHNIC COHORT /SCRNR 79","2.313","-1.200377928","-0.3237158","-1",".","2.313","-0.268630856","-1"
"6427","2","2","6","13","14174","0.718201162","2","1",".","3","2","RACL/ETHNIC COHORT /SCRNR 79","14.174","0.8329071367","-0.3237158","1",".","14.174","0.4091308328","1"
"6428","2","2","2","2","6613","-0.827825582","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","6.613","0.8329071367","0.510399862","-1",".","6.613","0.171827139","-1"
"6429","2","2","8","8","16596","0.718201162","1","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","16.596","-1.200377928","-1.157831463","-1",".","16.596","-0.54666941","-1"
"6430","2","1","30","26","21071","-0.05481221","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","21.071","0.8329071367","1.3445155243","-1",".","21.071","0.707536817","-1"
"6431","2","1","5","4","4569","-1.600838954","1","2",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","4.569","-1.200377928","0.510399862","-1",".","4.569","-0.763605673","-1"
"6432","2","1","4","2","296","0.718201162","1","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","0.296","0.8329071367","-0.3237158","-1",".","0.296","0.4091308328","-1"
"6433","2","1","18","19","20449","0.718201162","1","1",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","20.449","0.8329071367","-0.3237158","-1",".","20.449","0.4091308328","-1"
"6434","2","2","5","7","7753","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","7.753","0.8329071367","0.510399862","-1",".","7.753","0.6871693869","-1"
"6435","2","1","7","7","11568","-0.827825582","3",".","4","1","5","RACL/ETHNIC COHORT /SCRNR 79","11.568",".","1.3445155243",".","0","11.568","0.2583449713","0"
"6436","3","1","13","16","21184",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","21.184",".",".",".",".","21.184",".","."
"6437","3","2","49","62","57313",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","57.313",".",".",".",".","57.313",".","."
"6438","3","2","19","19","25567",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","25.567",".",".",".",".","25.567",".","."
"6439","3","1","12","16","15769",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","15.769",".",".",".",".","15.769",".","."
"6440","2","1","4","4","4047","0.718201162","1","1",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","4.047","0.8329071367","-0.3237158","-1",".","4.047","0.4091308328","-1"
"6441","2","1","16","14","14319",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","14.319",".",".",".",".","14.319",".","."
"6442","2","2","13","13","20026","0.718201162","1","1",".","1","2","RACL/ETHNIC COHORT /SCRNR 79","20.026","0.8329071367","1.3445155243","-1",".","20.026","0.965207941","-1"
"6443","2","1","1","1","1065",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","1.065",".",".",".",".","1.065",".","."
"6444","2","2","4","8","7116","-0.05481221","0",".","4","2","3","RACL/ETHNIC COHORT /SCRNR 79","7.116",".","0.510399862",".","0","7.116","0.227793826","0"
"6445","2","2","8","8","23088","-1.600838954","3",".","1","4","3","RACL/ETHNIC COHORT /SCRNR 79","23.088",".","-1.157831463",".","1","23.088","-1.379335208","1"
"6446","3","1","59","63","61029",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","61.029",".",".",".",".","61.029",".","."
"6447","3","1","43","51","62836",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","62.836",".",".",".",".","62.836",".","."
"6448","2","2","9","11","8454","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","8.454","0.8329071367","0.510399862","-1",".","8.454","0.6871693869","-1"
"6449","2","2","6","6","5308","-0.827825582","5",".","4","4","3","RACL/ETHNIC COHORT /SCRNR 79","5.308",".","-1.157831463","0","0","5.308","-0.992828522","0"
"6450","2","2","23","18","25641","-1.600838954","1","1",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","25.641","0.8329071367","-0.3237158","-1",".","25.641","-0.363882539","-1"
"6451","2","1","2","4","9929","0.718201162","3",".","2","2","3","RACL/ETHNIC COHORT /SCRNR 79","9.929",".","0.510399862",".","-1","9.929","0.614300512","-1"
"6452","2","1","1","2","3924","-1.600838954","5",".","4","4","3","RACL/ETHNIC COHORT /SCRNR 79","3.924",".","-1.157831463","0","0","3.924","-1.379335208","0"
"6453","2","1","13","13","14393",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","14.393",".",".",".",".","14.393",".","."
"6454","2","1","8","6","15226","0.718201162","3",".","2","1","5","RACL/ETHNIC COHORT /SCRNR 79","15.226",".","1.3445155243",".","-1","15.226","1.0313583431","-1"
"6455","2","2","28","22","27272","0.718201162","0",".","2","2","3","RACL/ETHNIC COHORT /SCRNR 79","27.272",".","0.510399862",".","-1","27.272","0.614300512","-1"
"6456","2","1","45","55","54934","0.718201162","1","1",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","54.934","0.8329071367","-0.3237158","-1",".","54.934","0.4091308328","-1"
"6457","2","2","11","13","13284","0.718201162","1","2",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","13.284","-1.200377928","-1.157831463","-1",".","13.284","-0.54666941","-1"
"6458","2","1","70","77","84178","-0.827825582","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","84.178","0.8329071367","1.3445155243","-1",".","84.178","0.4498656931","-1"
"6459","2","2","54","68","80595","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","80.595","0.8329071367","0.510399862","-1",".","80.595","0.6871693869","-1"
"6460","2","1","31","26","29384",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","29.384",".",".",".",".","29.384",".","."
"6461","2","2","12","10","15403","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","15.403","0.8329071367","0.510399862","-1",".","15.403","0.6871693869","-1"
"6462","2","1","22","23","29519","0.718201162","3",".","3","4","3","RACL/ETHNIC COHORT /SCRNR 79","29.519",".","-1.157831463",".","0","29.519","-0.21981515","0"
"6463","3","1","18","16","18562",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","18.562",".",".",".",".","18.562",".","."
"6464","3","2","2","3","2890",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","2.89",".",".",".",".","2.89",".","."
"6465","2","1","4","1","1237","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","1.237","0.8329071367","0.510399862","-1",".","1.237","0.6871693869","-1"
"6466","2","1",".",".",".","0.718201162","1","1",".","4","5","RACL/ETHNIC COHORT /SCRNR 79",".","0.8329071367","-1.157831463","-1",".",".","0.1310922787","-1"
"6467","2","1","13","6","10093","-1.600838954","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","10.093","-1.200377928","0.510399862","-1",".","10.093","-0.763605673","-1"
"6468","2","1","28","27","31729","0.718201162","1","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","31.729","0.8329071367","1.3445155243","-1",".","31.729","0.965207941","-1"
"6469","2","1","16","18","12044","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","12.044","0.8329071367","1.3445155243","-1",".","12.044","0.965207941","-1"
"6470","2","2","21","18","17490",".","3",".","3","2","3","RACL/ETHNIC COHORT /SCRNR 79","17.49",".","0.510399862",".","0","17.49","0.510399862","0"
"6471","2","1",".",".",".","-0.827825582","3",".","2","2","4","RACL/ETHNIC COHORT /SCRNR 79",".",".","0.510399862",".","-1",".","-0.15871286","-1"
"6472","2","2","20","16","18228","-1.600838954",".",".",".","5","5","RACL/ETHNIC COHORT /SCRNR 79","18.228",".","-1.991947125",".",".","18.228","-1.796393039","."
"6473","2","1","38","43","38179","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","38.179","0.8329071367","0.510399862","-1",".","38.179","0.6871693869","-1"
"6474","2","2","1","2","751","0.718201162","2","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","0.751","0.8329071367","1.3445155243","1",".","0.751","0.965207941","1"
"6475","2","2","49","41","34910",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","34.91",".",".",".",".","34.91",".","."
"6476","2","1","13","11","19649","-1.600838954","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","19.649","-1.200377928","0.510399862","-1",".","19.649","-0.763605673","-1"
"6477","2","1","1","1","1118","-1.600838954","1","1",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","1.118","0.8329071367","-1.157831463","-1",".","1.118","-0.641921093","-1"
"6478","2","1","5","3","1792","0.718201162","1","1",".","2","2","RACL/ETHNIC COHORT /SCRNR 79","1.792","0.8329071367","0.510399862","-1",".","1.792","0.6871693869","-1"
"6479","2","1","38","22","32012","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","32.012","0.8329071367","1.3445155243","-1",".","32.012","0.965207941","-1"
"6480","2","1","4","1","690","-1.600838954","5",".","4","3","3","RACL/ETHNIC COHORT /SCRNR 79","0.69",".","-0.3237158","0","0","0.69","-0.962277377","0"
"6481","2","2","14","16","14293",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","14.293",".",".",".",".","14.293",".","."
"6482","2","2","9","11","10054","-1.600838954","3",".","2","3","3","RACL/ETHNIC COHORT /SCRNR 79","10.054",".","-0.3237158",".","-1","10.054","-0.962277377","-1"
"6483","2","2","22","20","19337",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","19.337",".",".",".",".","19.337",".","."
"6484","2","1","10","16","23220","0.718201162","1","2",".","4","2","RACL/ETHNIC COHORT /SCRNR 79","23.22","-1.200377928","-1.157831463","-1",".","23.22","-0.54666941","-1"
"6485","2","2","34","32","28475","0.718201162","1","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","28.475","0.8329071367","1.3445155243","-1",".","28.475","0.965207941","-1"
"6486","2","2","16","16","17908",".","1","1",".","3","2","RACL/ETHNIC COHORT /SCRNR 79","17.908","0.8329071367","-0.3237158","-1",".","17.908","0.2545956682","-1"
"6487","3","2","28","20","24353",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","24.353",".",".",".",".","24.353",".","."
